,folder,name,width,height,depth,R,G,B
68,penguin,7085,725,484,3,0.4330445025003424,0.4067775053520036,0.2777911758950408
69,penguin,8690,375,500,3,0.5368419575339763,0.5304834217352142,0.4850159162681635
70,penguin,8427,334,500,3,0.4554662043891944,0.4332364248139292,0.3944790629347294
71,penguin,9614,264,218,3,0.6294851801185591,0.5790063839489283,0.521607843137255
72,penguin,6572,487,500,3,0.4034953833385206,0.414702562506484,0.4057406369955389
73,penguin,9339,334,500,3,0.4698204835332191,0.4595612031220255,0.3655554920997525
74,penguin,9799,334,500,3,0.6123697394356723,0.5743972806815082,0.5364690906682235
75,penguin,23294,500,340,3,0.4511397954401986,0.4711890570962732,0.3906488828990019
76,penguin,10083,328,500,3,0.453399609904893,0.4571839557173101,0.3614500833236048
77,penguin,9813,375,500,3,0.4397354669905677,0.4321757948474832,0.2464325561927366
78,penguin,9466,356,500,3,0.6277822805168384,0.5506137043082968,0.3900400680357531
79,penguin,8333,334,500,3,0.5527200031840892,0.4905310123741163,0.3960420561759994
80,penguin,1348,333,500,3,0.4530608269631664,0.4500909772699224,0.3841803273212741
81,penguin,8821,500,333,3,0.3887314406165602,0.3979522648925191,0.3790073556858354
82,penguin,12378,500,375,3,0.4401772523672577,0.4392516436885527,0.4045886965511092
83,penguin,8756,313,500,3,0.4575944033808986,0.4556451681894398,0.4405397717551244
84,penguin,2383,380,500,3,0.3517384939527248,0.3741333454395435,0.3726820390727933
85,penguin,1971,500,332,3,0.4122932964039219,0.4552700757984423,0.3113396992941318
86,penguin,10119,375,500,3,0.6426482047093826,0.6422034621031242,0.4579114042726958
87,penguin,9268,334,500,3,0.4405400232948643,0.4589091100600053,0.4426542414850781
88,penguin,7710,375,500,3,0.4997635630939492,0.5105532298809093,0.337270119090581
89,penguin,12542,375,500,3,0.4051955668858291,0.4533936246959987,0.4033441665266163
90,penguin,10056,500,353,3,0.4648568741165475,0.4132466843940787,0.3399561860308897
91,penguin,2825,368,500,3,0.4609534875841634,0.4644554711611317,0.4416752139121436
92,penguin,1038,333,500,3,0.6330610401256807,0.5479596958459753,0.3790820294855778
93,penguin,10084,500,375,3,0.4770276194521344,0.456238218331186,0.4602141633208286
94,penguin,9962,500,334,3,0.47477464965327,0.4642770753161077,0.4393042253792811
95,penguin,9262,500,363,3,0.4293186757577874,0.3766184983286159,0.2700509754828006
96,penguin,9073,500,379,3,0.5727989815216431,0.5585621173792426,0.5203649094615824
97,penguin,20838,340,500,3,0.5100020177562551,0.4384496510468594,0.2819550871195936
98,penguin,9177,500,334,3,0.3654953509269018,0.3828217852370082,0.3113119618964899
99,penguin,1794,750,600,3,0.5281244904777053,0.4995914700124393,0.4328601545869264
100,penguin,1605,400,267,3,0.4552688684119489,0.464107298766142,0.4087776285187565
101,penguin,8736,500,375,3,0.4769488560198123,0.5027791614016138,0.5112917686907189
102,penguin,11554,375,500,3,0.6052842138726204,0.5871844343640595,0.3668488472088066
103,penguin,9148,500,333,3,0.5356307968892582,0.4525587350012939,0.3085587168416799
104,penguin,5823,500,334,3,0.4734467468307122,0.4566697339445553,0.4486499789199432
105,penguin,9015,334,500,3,0.4115004542998178,0.4472173744789328,0.458512313685414
106,penguin,8467,334,500,3,0.384370212390746,0.4118616980237852,0.4338501195869017
107,penguin,362,500,400,3,0.3969924545177066,0.4363796828010798,0.4926430956116004
108,penguin,8443,331,500,3,0.5199715745619372,0.5669647932219652,0.3236802028041824
109,penguin,9525,500,333,3,0.5152240670425806,0.4997287343356218,0.4251706380868754
110,penguin,5502,375,500,3,0.4929751058828466,0.4618071947880275,0.3842870040723934
111,penguin,10108,334,500,3,0.4883047909743043,0.4026724321258949,0.2907822149204191
112,penguin,3809,100,149,3,0.3749603017940957,0.3905724437425977,0.3119199894722989
113,penguin,741,308,462,3,0.6476509525565688,0.5890104665060434,0.4829993333539121
114,penguin,9482,500,337,3,0.4196434429424857,0.3931477730262335,0.3158586834838969
115,penguin,8318,354,500,3,0.4375296894288749,0.4522927514226119,0.3453152509754725
116,penguin,7504,591,887,3,0.4272534000190727,0.4184402282147845,0.2711770058986958
117,penguin,1441,500,375,3,0.4955441312533846,0.468704939381939,0.3539100671475939
118,penguin,10517,375,500,3,0.4964701700222662,0.4758959560667213,0.4033418954982728
119,penguin,8361,375,500,3,0.4617341657624804,0.4760997389703716,0.3210586317148109
120,penguin,8421,375,500,3,0.4832267039901856,0.4704088952654233,0.4316375304098309
121,penguin,8561,500,384,3,0.4865045689629401,0.4466973589367985,0.3867389462984922
122,penguin,5367,480,640,3,0.4479680440711679,0.4306597137612294,0.4064324844362858
123,penguin,7456,375,500,3,0.5484694114550269,0.5529906312712934,0.4917606143656343
124,penguin,379,960,1280,3,0.5222862539759179,0.4956296877613246,0.3865357240427337
125,penguin,8501,418,500,3,0.6725594044882963,0.6151454914758313,0.5586347483694515
126,penguin,13168,500,375,3,0.4692191193703648,0.4723481699841996,0.4079780619768414
127,penguin,11341,375,500,3,0.5041124018866369,0.4542124095654714,0.355240032649267
128,penguin,407,400,270,3,0.4085942907288168,0.4301445713192946,0.4597008782224707
129,penguin,16399,334,500,3,0.429455449452888,0.3673138675972044,0.2672867912412959
130,penguin,4996,500,375,3,0.4616721656843883,0.4588465701509255,0.453970871166285
131,penguin,4953,375,500,3,0.4308650168498095,0.4427018498670595,0.4074547863212547
132,penguin,7833,400,500,3,0.4962532130148281,0.525185024307934,0.5960830455442614
133,penguin,8003,308,240,3,0.5140508789722785,0.4238821441355446,0.2899967187686433
134,penguin,9984,334,500,3,0.4791984667911323,0.4625012279222303,0.4117232354451418
135,penguin,811,375,500,3,0.5026840577213956,0.5170276162546567,0.508127053522049
136,penguin,2755,144,140,3,0.4543856730143844,0.4673362273682936,0.5712653588048746
137,penguin,348,500,338,3,0.5022871212749064,0.3732237047889191,0.3179608306532175
138,penguin,1161,333,500,3,0.6293022412329459,0.5576508999987861,0.4775885273091139
139,penguin,6357,375,500,3,0.5118173496317686,0.4359318044940224,0.3696858826481398
140,penguin,2524,354,600,3,0.5054039430130651,0.4218010343072313,0.3027726884084524
141,penguin,5200,1066,1600,3,0.5850729391883496,0.5254227700018703,0.4430424921619639
142,penguin,9589,375,500,3,0.3309129553321845,0.332355717315375,0.3228054881412168
143,penguin,8272,334,500,3,0.5532002304818777,0.5207862704837305,0.4891378705015665
144,penguin,8341,500,375,3,0.3183037659178168,0.3604289682274793,0.1557256727764548
145,penguin,18502,500,359,3,0.4632510646344843,0.4110647939694113,0.2603816991945146
146,penguin,3426,768,1024,3,0.4196952306803387,0.4240802633339208,0.4630456530056166
147,penguin,252,375,500,3,0.3938079924911205,0.3930079702361662,0.2323433852748071
148,penguin,8478,334,500,3,0.5206746750987977,0.4948862333604465,0.4855291136062268
149,penguin,7993,375,500,3,0.5270822250211054,0.5451714467446817,0.4049320462512902
150,penguin,4173,400,500,3,0.5473973358236693,0.5281771152043405,0.4591788855888145
151,penguin,9887,343,500,3,0.4392704116547339,0.4755274875160983,0.5715786604373548
152,penguin,9369,313,500,3,0.4711420699798029,0.4809847069232694,0.4048746451230547
153,penguin,7135,375,500,3,0.4376974808505774,0.4488360981430356,0.4035270524755139
154,penguin,8789,333,500,3,0.4014464535720041,0.4843069249112599,0.5731663939043159
155,penguin,5142,500,375,3,0.4448426201684133,0.4729891488348339,0.4444388974007318
156,penguin,2094,404,611,3,0.5094952205097285,0.4297251384858876,0.3637603848714374
157,penguin,4116,768,393,3,0.5297683236226077,0.4989246252606347,0.4335451246942159
158,penguin,1518,393,590,3,0.4322686129947207,0.4831186746859685,0.4613343239793488
159,penguin,7304,1073,558,3,0.5470592976832842,0.5194256099989569,0.4194798215917029
160,penguin,3709,378,500,3,0.5694813593855522,0.4578868940772722,0.3372374200436423
161,penguin,4207,876,690,3,0.4837381917677565,0.4648941746609307,0.40656012532395
162,penguin,1206,249,200,3,0.5800135806697794,0.5533368186379669,0.5197187719709399
163,penguin,9556,333,500,3,0.4522317196914969,0.4137838112458017,0.3209483921345922
164,penguin,10116,333,500,3,0.507727386519357,0.5491263741583648,0.578420294671541
165,penguin,1093,619,432,3,0.3528631948524878,0.4025749651198499,0.3815350409494171
166,penguin,140,725,484,3,0.5785868396156849,0.545031708519034,0.4312530530465717
167,penguin,9606,334,500,3,0.4267580309572203,0.3804585052176667,0.256219105920839
168,penguin,11350,334,500,3,0.3854182746803453,0.3978835232075885,0.4065617249374069
169,penguin,13255,372,500,3,0.5064928591145784,0.4981375720364231,0.4639366302810704
170,penguin,12068,334,500,3,0.4717764147538663,0.4293765348536799,0.3682486547917545
171,penguin,26616,393,500,3,0.4657619923189017,0.4682094519067986,0.4891790666274044
172,penguin,8336,500,327,3,0.4855471024625656,0.4813620783530114,0.4871324289379501
173,penguin,574,500,432,3,0.648807713988802,0.4853143783523419,0.4500167317207111
174,penguin,8364,500,331,3,0.4802166879334628,0.4996511578615462,0.3445908273188547
175,penguin,7397,338,500,3,0.5430220574442496,0.509761770774714,0.3623223763337636
176,penguin,3665,374,500,3,0.5979733835273838,0.5285842283258906,0.4124826012179345
177,penguin,9756,500,334,3,0.5495151374411819,0.5278248616903513,0.4497875717350521
178,penguin,998,480,600,3,0.4099907519671846,0.4067779594783707,0.3927488519063461
179,penguin,17409,335,500,3,0.5491297012999901,0.505440694884682,0.4149005598071321
180,penguin,8308,375,500,3,0.5438712230864075,0.548210703046852,0.5018193514390226
181,penguin,8489,334,500,3,0.4667487826395507,0.4370854492796712,0.4021065224681867
182,penguin,1867,1200,1600,3,0.4352071174035081,0.4878215914264608,0.5214280543969648
183,penguin,8866,500,362,3,0.5210103783457964,0.519102266867404,0.4975594919628995
184,penguin,1054,455,574,3,0.4955916247475291,0.499532661004831,0.5277361579937216
185,penguin,10881,375,500,3,0.4117482624939235,0.4774712653582325,0.4987877129831681
186,penguin,7824,480,626,3,0.436999471687696,0.4096390817836965,0.3556717419551363
187,penguin,8275,500,357,3,0.5021075062240286,0.4942970639067816,0.4510726675387568
188,penguin,7750,384,282,3,0.5223937712745739,0.4764289466603457,0.3701976586757552
189,penguin,9294,335,500,3,0.6286652585727409,0.5608555297435052,0.4515814914076521
190,penguin,9416,333,500,3,0.5351581241556387,0.5245198802779582,0.49973831329258
191,penguin,8313,375,500,3,0.4042451810397401,0.3567455046162991,0.3312182720187126
192,penguin,1084,375,500,3,0.5694487728866381,0.5332056442886205,0.40612845579733
193,penguin,2145,1200,1600,3,0.4400053849692977,0.3816800136186897,0.3915662723912183
194,penguin,10110,387,500,3,0.5489482753434489,0.5208543202510019,0.4921471021018532
195,penguin,9652,320,500,3,0.4954648433581127,0.4816991871621674,0.4463214301594844
196,penguin,9501,379,500,3,0.4223244556289539,0.4174077375057767,0.3541835113922773
197,penguin,1027,401,425,3,0.4492646667805312,0.4448882657622571,0.4130227209737793
198,penguin,22799,500,378,3,0.4281579078893843,0.4170500233132972,0.4213567516510685
199,penguin,8287,324,500,3,0.5445109177994085,0.564577606743632,0.5886668319517655
200,penguin,9126,500,375,3,0.5499475990632753,0.5091174538400304,0.4617662516326988
201,penguin,8804,500,417,3,0.5498173642259773,0.5504079442340107,0.4927083826429161
202,penguin,6501,600,800,3,0.5695968810173336,0.4932056231094924,0.3766740744947806
203,penguin,7652,800,533,3,0.5579384628230285,0.549055650649188,0.5138864999512934
204,penguin,9834,333,500,3,0.5434934484349665,0.5223579940717441,0.4752176837101061
205,penguin,8319,445,500,3,0.5170270248417862,0.5086350820493925,0.5105422332696898
206,penguin,760,375,500,3,0.4295093298124019,0.4560843711553176,0.4123709096157091
207,penguin,6869,334,500,3,0.5334824621049175,0.4506373589775613,0.4319698041991034
208,penguin,6351,500,375,3,0.4499144034411784,0.401353015950476,0.3562293961539925
209,penguin,7377,500,400,3,0.4935533186297653,0.4704676315603818,0.3143221243367672
210,penguin,9033,500,375,3,0.446465761101013,0.5235839433237247,0.4696731947186109
211,penguin,8716,375,500,3,0.5855390850447375,0.5259242743588404,0.498508712338948
212,penguin,1460,685,1024,3,0.3839733768377887,0.4485110028514071,0.4739413276530836
213,penguin,2188,81,120,3,0.3909267437974729,0.359294984691251,0.2968208379620848
214,penguin,6074,500,375,3,0.5731143760824976,0.4919695601038681,0.4125643922529418
215,penguin,7088,500,400,3,0.4530617719821068,0.4253135420027966,0.4001419812842853
216,penguin,9920,374,500,3,0.426834719671062,0.4343025252751519,0.4308389209961721
217,penguin,25509,334,500,3,0.5351363815887921,0.5441165431517284,0.5310835706733589
218,penguin,11921,500,375,3,0.48195302790465,0.4186219005658588,0.3914578411768957
219,penguin,8201,334,500,3,0.4715098413081046,0.425603304300177,0.3753713124738782
220,penguin,824,266,410,3,0.3872021720670067,0.3743157433877543,0.3347271869937425
221,penguin,12573,338,500,3,0.4823119222607761,0.4591841752957569,0.3776746354835478
222,penguin,9245,375,500,3,0.4642182396968103,0.4679346979240415,0.4278835806754212
223,penguin,870,500,333,3,0.4689889646085675,0.419646113010937,0.3049805507034823
224,penguin,2714,500,334,3,0.5240851916835505,0.5054346067741122,0.4610235717202706
225,penguin,9005,375,500,3,0.4269766917777349,0.4763171001450609,0.3829273142519515
226,penguin,3344,375,500,3,0.5346217946063988,0.4834430013073143,0.4189437770646688
227,penguin,4735,500,375,3,0.5144185563466264,0.5071509584709163,0.4798478725058016
228,penguin,8210,500,417,3,0.4442036733497607,0.422741154036813,0.3960943521161925
229,penguin,9900,375,500,3,0.3964245437114725,0.4593954429995074,0.5368791477590814
230,penguin,9944,334,500,3,0.4867043336421055,0.4753967399475249,0.3357940699571114
231,penguin,9682,347,500,3,0.4329121119634778,0.4399391357216655,0.4785032895272413
232,penguin,4346,375,500,3,0.5155408194768587,0.5113130421788051,0.4929402065075059
233,penguin,9673,273,500,3,0.415221634740206,0.3843159685013937,0.2910667032277492
234,penguin,9328,375,500,3,0.3799447696424954,0.4270406977364083,0.4230824510337033
235,penguin,9236,500,342,3,0.6055127542176116,0.4798568150879783,0.2761272695695452
236,penguin,8370,500,333,3,0.4032359952461191,0.3188271001862779,0.1918757983477888
237,penguin,2735,455,500,3,0.587926853533111,0.5134221455058497,0.4655395011721714
238,penguin,7336,504,340,3,0.5700835571074107,0.5446134984781589,0.3296343411816158
239,penguin,9608,375,500,3,0.4657238264329746,0.393098839006852,0.3033885596538681
240,penguin,3321,500,355,3,0.420234754041294,0.3998910888681561,0.3318604094597828
241,penguin,1864,400,272,3,0.3065510053863668,0.3864467176181665,0.4340230818090304
242,penguin,9937,500,338,3,0.5833903243756191,0.5111821735406098,0.4085515039709018
243,penguin,26614,375,500,3,0.3818945780118093,0.548458547926434,0.7527422496285519
244,penguin,15655,500,340,3,0.5059319605354731,0.5330437148863721,0.4252022633264219
245,penguin,6912,375,500,3,0.544489093391687,0.5059155889068967,0.4313561866980226
246,penguin,9449,500,333,3,0.3674829241405142,0.3527673054352256,0.3019661047248443
247,penguin,8915,500,333,3,0.4818552793703328,0.4077071929584377,0.2852370738830831
248,penguin,8367,500,334,3,0.5701631707445842,0.5142627551582467,0.492621502986676
249,penguin,9891,375,500,3,0.5649344459813869,0.5291657505119802,0.4942488753110563
250,penguin,3796,500,335,3,0.4543357329227429,0.4224455389939998,0.3703598846692302
251,penguin,4509,500,339,3,0.4934117429187175,0.3813786312697863,0.2944316243118131
252,penguin,3939,1200,1600,3,0.5401142542006102,0.5101182704815341,0.3671047410098249
253,penguin,1962,1712,2219,3,0.5481814186783046,0.5181715153670688,0.4952897855055101
254,penguin,9810,500,375,3,0.4910585457421325,0.4191626371963386,0.2879202543204732
255,penguin,9307,333,500,3,0.4447812412140449,0.4275091373932875,0.3798052441148881
256,penguin,9690,370,500,3,0.5270124117533835,0.4666876376218937,0.343813002090696
257,penguin,3005,500,375,3,0.4867879332027844,0.5077471319526802,0.4493763095378357
258,penguin,8745,348,500,3,0.4448785938010942,0.3958295437974983,0.3231384786786708
259,penguin,7715,499,714,3,0.5675148382172257,0.5091996232633993,0.4808007452460143
260,penguin,9456,375,500,3,0.4629968785579231,0.4320657558983669,0.3559626627620875
261,penguin,7475,342,500,3,0.4175776763476849,0.4132164059206826,0.4374010779937498
262,penguin,6185,600,800,3,0.4304217894563331,0.4526540989237895,0.4064002627297469
263,penguin,7427,375,500,3,0.4913604670603498,0.4903704338029219,0.4369317066379122
264,penguin,4914,402,610,3,0.4967417250340601,0.4964512384690638,0.37619469802001
265,penguin,9203,335,500,3,0.5456392451517338,0.5176946295650384,0.4785884624976592
266,penguin,5017,375,500,3,0.4566289162879073,0.4794002185159527,0.4376887334297403
267,penguin,2492,500,375,3,0.5228029218492415,0.5127394195516184,0.5011064138390091
268,penguin,7059,547,340,3,0.596823013609803,0.5769396438019025,0.4545106586791049
269,penguin,9350,500,367,3,0.4503275822903335,0.4331353295768717,0.4556532531068376
270,penguin,8959,500,375,3,0.4699176059159169,0.4893433375558948,0.3930836608525243
271,penguin,716,333,500,3,0.5545274226284501,0.524482239533408,0.4245272426161192
272,penguin,10028,500,334,3,0.5107008092239257,0.450838413802163,0.3699564466717329
273,penguin,9675,500,333,3,0.5063003933670919,0.4348570715096287,0.352071260338617
274,penguin,477,400,267,3,0.5691278880148202,0.5674345426793472,0.5447797216025466
275,penguin,172,913,1600,3,0.54968452711402,0.4504489199158331,0.3321922607277058
276,penguin,1026,375,500,3,0.4613609804508806,0.4300219039397729,0.2991266807212053
277,penguin,18981,500,355,3,0.4431355913406087,0.424114153579984,0.4157378449117204
278,penguin,6364,500,375,3,0.3407223811510419,0.414338309792002,0.3093414387031408
279,penguin,1005,350,287,3,0.285668402731345,0.2999815160522091,0.3544551960397993
280,penguin,8606,333,500,3,0.579166872510845,0.4893585296587778,0.3431714375109471
281,penguin,5527,480,640,3,0.5362931967669871,0.5102902034858762,0.4630808741458289
282,penguin,8706,500,334,3,0.4356325318876802,0.3947746447471867,0.2792114619636004
283,penguin,5567,960,1280,3,0.526644592574792,0.4961169085989527,0.3832232916539886
284,penguin,9859,354,500,3,0.5282875252585402,0.4670507127223645,0.2539489299897858
285,penguin,1125,569,800,3,0.5286526620876039,0.4940951576052313,0.4363594779199882
286,penguin,5278,420,411,3,0.4149297514281302,0.3804292892279008,0.3709380612605852
287,penguin,4828,500,480,3,0.476731021717139,0.4690247281534372,0.423409258170501
288,penguin,4696,343,500,3,0.4100678438269972,0.4140820486881483,0.3784549387470446
289,penguin,915,375,500,3,0.4837494291135244,0.4862241185359559,0.4422917605372616
290,penguin,8841,342,500,3,0.6098906600772002,0.5359449889748041,0.3783923259695855
291,penguin,4645,480,640,3,0.4936885541033877,0.4505464109515872,0.4265986365359716
292,penguin,8983,333,500,3,0.5534895663645218,0.5094033629079987,0.3819125623715632
293,penguin,2833,324,240,3,0.5551957432743225,0.5404885896360194,0.516915723026214
294,penguin,9657,442,500,3,0.5166839114607877,0.4876798751545201,0.4438801469734532
295,penguin,8553,500,333,3,0.4700383832877147,0.4595442157302392,0.4364052943563125
296,penguin,10990,354,500,3,0.3761931282522704,0.4420501172578767,0.3516090106834953
297,penguin,9955,379,500,3,0.5334683625808013,0.4670910443015663,0.320689939589378
298,penguin,12397,334,500,3,0.5718014414864809,0.5307562044940461,0.4612909905869609
299,penguin,8203,500,500,3,0.5598866289485668,0.5339667146354464,0.3588490894185074
300,penguin,381,399,600,3,0.4954349210704624,0.4344203648428044,0.3682888786089842
301,penguin,9455,500,375,3,0.4713581021896185,0.4501361763982427,0.4099197855903444
302,penguin,9727,375,500,3,0.4418838932753104,0.4960541055829034,0.5192473546825799
303,penguin,952,756,856,3,0.5629208437474591,0.5155990071640287,0.4504704305559777
304,penguin,3385,394,500,3,0.7280508740030657,0.7121622748730838,0.6782937710484515
305,penguin,25491,500,360,3,0.5949409329524079,0.4440965128289173,0.510339800453981
306,penguin,9523,500,375,3,0.4505133833183438,0.4768183340639762,0.4274192438775392
307,penguin,9776,500,333,3,0.4255438334912705,0.4163264234695618,0.3843043338387908
308,penguin,2919,768,1024,3,0.4913100649928518,0.3720487466638701,0.3039008713531179
309,penguin,7178,672,512,3,0.57749624627455,0.5084286028098527,0.439243836073666
310,penguin,9327,500,396,3,0.4883041866560717,0.4517887255225501,0.3344936786674276
311,penguin,10044,334,500,3,0.4473323589505855,0.4845855439373648,0.3700123514817486
312,penguin,9975,500,334,3,0.5187491111585161,0.4741968206140117,0.3906838301957228
313,penguin,12599,374,500,3,0.5285710539745164,0.4810319011532878,0.407191895720672
314,penguin,10964,500,338,3,0.5515310382322673,0.5679292349548895,0.5474833726815128
315,penguin,790,249,400,3,0.5213387411003418,0.4788431428801797,0.3641379168096424
316,penguin,9394,500,375,3,0.4458680801164461,0.5040614045842804,0.48366214274711
317,penguin,10135,500,335,3,0.5906681611863068,0.5759624151946466,0.5728913773307552
318,penguin,7282,534,800,3,0.5342881595027507,0.5021221582770338,0.4492501006320781
319,penguin,9767,375,500,3,0.4712859842415268,0.5065697877873675,0.5256289207398157
320,penguin,559,725,484,3,0.4695734965602278,0.4512871114174632,0.3602573252370359
321,penguin,10080,375,500,3,0.4061748163285165,0.3583308519437552,0.4500536661314649
322,penguin,8889,500,333,3,0.4942329731005229,0.4663113464879113,0.4259626946026285
323,penguin,13572,375,500,3,0.4644544502516734,0.4728296614188248,0.4147412515014426
324,penguin,5556,1688,2216,3,0.5399794245686372,0.518250545382643,0.4724595136451009
325,penguin,8019,500,400,3,0.4973115785038318,0.4823430769736625,0.3527440141947096
326,penguin,4942,500,375,3,0.5237605150021999,0.5215134124098569,0.4747999267701575
327,penguin,5158,400,600,3,0.5009428862376324,0.4661717561570472,0.4096153443211009
328,penguin,45,504,341,3,0.4336685473951007,0.4021288697662007,0.3950212259712755
329,penguin,8786,375,500,3,0.4052773265449948,0.3860411793914312,0.3072816613754474
330,penguin,11927,334,500,3,0.4374394979891676,0.4518206103703086,0.4867452752931098
331,penguin,270,375,500,3,0.5183988891967376,0.4657028028037592,0.3568156123908066
332,penguin,3708,348,500,3,0.3578334427870031,0.3985189354848797,0.4004706954552156
333,penguin,1816,480,600,3,0.5043401441088787,0.4618291598432603,0.3465346614400563
