,rule,type,coef,support,importance
47,Glucose <= 154.5 & Pregnancies <= 8.5 & Age <= 39.5 & SkinThickness > 4.0 & SkinThickness > 31.5 & BMI > 44.54999923706055,rule,0.0,0.014970059880239521,0.0
48,Glucose <= 154.5 & Pregnancies <= 8.5 & Age > 39.5 & BMI <= 27.84999942779541,rule,1.269644166518809,0.02694610778443114,0.20558834478939994
49,Glucose <= 154.5 & Pregnancies <= 8.5 & Age > 39.5 & BMI > 27.84999942779541 & Age <= 62.5,rule,0.3017667571810391,0.10179640718562874,0.09124834893363518
50,Glucose <= 154.5 & Pregnancies <= 8.5 & Age > 39.5 & BMI > 27.84999942779541 & Age > 62.5,rule,0.0,0.008982035928143712,0.0
51,Glucose <= 154.5 & Pregnancies > 8.5,rule,-0.05680037968566727,0.0688622754491018,0.014382980263190924
52,Glucose > 154.5,rule,0.19170420735004962,0.1497005988023952,0.06839578679748226
53,SkinThickness <= 31.5 & Glucose <= 122.5,rule,0.26294244614054624,0.4281524926686217,0.13010681736608298
54,SkinThickness <= 31.5 & Glucose > 122.5 & Age <= 24.5,rule,-1.1784628364601755,0.06451612903225806,0.289513083102371
55,SkinThickness <= 31.5 & Glucose > 122.5 & Age > 24.5 & BMI <= 30.050000190734863,rule,0.0,0.07917888563049853,0.0
56,SkinThickness <= 31.5 & Glucose > 122.5 & Age > 24.5 & BMI > 30.050000190734863,rule,-0.6396108520730603,0.1436950146627566,0.22436283055487247
57,SkinThickness > 31.5,rule,0.02275112218580803,0.2844574780058651,0.010264297335251658
58,Glucose <= 159.5,rule,0.045708246170417625,0.8820058997050148,0.01474553211378756
59,Glucose > 159.5,rule,-0.1410510246304176,0.11799410029498525,0.045503220701488135
60,Age <= 30.5,rule,0.014960627020651845,0.5472779369627507,0.007446798385771808
61,Age > 30.5,rule,0.08895284810810666,0.45272206303724927,0.04427714993408022
62,Glucose <= 122.5,rule,0.2995982191362421,0.6046511627906976,0.14648120589663993
63,Glucose > 122.5,rule,-0.5999589019042953,0.3953488372093023,0.29333519969756716
64,Pregnancies <= 6.5,rule,0.04544574413722258,0.7843137254901961,0.0186917249265866
65,SkinThickness <= 32.5 & Age <= 30.5,rule,-0.0043332343600123524,0.4594594594594595,0.0021594836122163772
66,SkinThickness <= 32.5 & Age > 30.5,rule,0.17081994957629937,0.3183183183183183,0.07957198957394836
67,SkinThickness > 32.5,rule,-0.30198543625392626,0.2222222222222222,0.12554733758418382
68,Age > 28.5 & BMI <= 30.050000190734863,rule,0.29611560098855444,0.18421052631578946,0.11479092600643907
69,Age > 28.5 & BMI > 30.050000190734863,rule,-0.16730147880465354,0.30994152046783624,0.07737178348705599
70,Age <= 28.5 & SkinThickness <= 34.5,rule,-0.06031272843309929,0.42771084337349397,0.02983952218225134
71,Age <= 28.5 & SkinThickness > 34.5,rule,-0.15826590566202953,0.10240963855421686,0.04798404703988175
72,DiabetesPedigreeFunction <= 0.5329999923706055,rule,-0.0828174733967716,0.7189349112426036,0.03722804378585953
73,DiabetesPedigreeFunction > 0.5329999923706055,rule,0.052963705918958416,0.28106508875739644,0.02380820232906591
74,Age <= 27.5,rule,-0.04437373083112451,0.46808510638297873,0.02214162195877332
75,Age > 27.5,rule,0.20545477021523012,0.5319148936170213,0.10251790342004433
76,Age <= 31.5,rule,0.164200349036114,0.5768115942028985,0.08112560469612438
77,Age > 31.5,rule,-0.15342986197992223,0.42318840579710143,0.07580428668167143
78,Pregnancies <= 6.5 & BMI <= 27.84999942779541,rule,0.44249071182480526,0.25936599423631124,0.1939378160133734
79,Pregnancies <= 6.5 & BMI > 27.84999942779541,rule,-0.1847566222150707,0.5389048991354467,0.0920982405584148
80,BMI <= 28.84999942779541,rule,-0.07421880797982358,0.3457142857142857,0.0352985086426277
81,BMI > 28.84999942779541 & DiabetesPedigreeFunction <= 0.512499988079071 & Glucose <= 158.5,rule,0.0894784820095719,0.36857142857142855,0.04316597505090655
82,BMI > 28.84999942779541 & DiabetesPedigreeFunction <= 0.512499988079071 & Glucose > 158.5,rule,0.45562039298258944,0.05142857142857143,0.10063299643023398
83,BMI > 28.84999942779541 & DiabetesPedigreeFunction > 0.512499988079071 & Pregnancies <= 6.5,rule,-0.44000957231343674,0.1742857142857143,0.16691982437847533
84,BMI > 28.84999942779541 & DiabetesPedigreeFunction > 0.512499988079071 & Pregnancies > 6.5,rule,2.254052412933971,0.06,0.5353077886658244
85,Glucose <= 142.5,rule,0.05709632159858543,0.7896341463414634,0.023270660684166482
86,Glucose > 142.5,rule,-0.45344744645921903,0.21036585365853658,0.18481088394520434
87,Glucose <= 154.5 & Age <= 28.5,rule,-0.04837758881647276,0.47928994082840237,0.024168036036252942
88,Glucose <= 154.5 & Age > 28.5,rule,-0.0636314776733169,0.3727810650887574,0.030768654945705628
89,BloodPressure <= 83.0 & Glucose <= 112.5,rule,0.2103447527023933,0.4298245614035088,0.104131362158085
90,BloodPressure <= 83.0 & Glucose > 112.5,rule,0.0,0.40058479532163743,0.0
91,BloodPressure > 83.0,rule,-0.9953593800589678,0.1695906432748538,0.3735312784438458
92,Glucose <= 129.5,rule,-0.05156476004998843,0.6737804878048781,0.024175038986405276
93,Glucose > 129.5,rule,0.10652891624193217,0.32621951219512196,0.049943812418240675
94,Pregnancies <= 6.5 & Glucose <= 123.5,rule,0.04296239406440019,0.5061728395061729,0.021479559933006907
95,Pregnancies <= 6.5 & Glucose > 123.5,rule,-0.0873064496194323,0.28703703703703703,0.03949560599016509
96,SkinThickness <= 33.5,rule,-0.029186229077074095,0.7915407854984894,0.01185564493390399
97,SkinThickness > 33.5,rule,0.23369206621029134,0.2084592145015106,0.09492730813368046
98,DiabetesPedigreeFunction <= 0.5365000069141388,rule,-0.06192724310909327,0.7039274924471299,0.028271233072470887
99,DiabetesPedigreeFunction > 0.5365000069141388,rule,0.12304896155204444,0.29607250755287007,0.056174725318145886
100,Glucose <= 143.5 & BMI <= 26.949999809265137,rule,0.0,0.2225609756097561,0.0
101,Glucose <= 143.5 & BMI > 26.949999809265137 & Age <= 30.5 & DiabetesPedigreeFunction <= 0.5115000009536743,rule,0.00566181624471645,0.20121951219512196,0.002269888579896816
102,Glucose <= 143.5 & BMI > 26.949999809265137 & Age <= 30.5 & DiabetesPedigreeFunction > 0.5115000009536743,rule,0.03955221254779143,0.10365853658536585,0.012056189425024197
103,Glucose <= 143.5 & BMI > 26.949999809265137 & Age > 30.5 & Glucose <= 100.5,rule,0.09585404396575362,0.07621951219512195,0.025434775860075944
104,Glucose <= 143.5 & BMI > 26.949999809265137 & Age > 30.5 & Glucose > 100.5,rule,0.014378875471169974,0.1676829268292683,0.005371724700146892
105,Glucose > 143.5 & DiabetesPedigreeFunction <= 0.3004999905824661,rule,0.15336883217018876,0.07621951219512195,0.0406962680840472
106,Glucose > 143.5 & DiabetesPedigreeFunction > 0.3004999905824661,rule,1.5558636398795922,0.1524390243902439,0.5592488348957508
107,Glucose <= 124.5 & Pregnancies <= 10.5 & Age <= 32.5,rule,0.16350167856513712,0.4410112359550562,0.08117991309780344
108,Glucose <= 124.5 & Pregnancies <= 10.5 & Age > 32.5,rule,-0.40464265929737286,0.16292134831460675,0.14943206466298767
109,Glucose <= 124.5 & Pregnancies > 10.5,rule,0.03827635877698265,0.025280898876404494,0.0060085075449520875
110,Glucose > 124.5 & Pregnancies <= 12.5 & BMI <= 30.0 & DiabetesPedigreeFunction <= 0.9915000200271606,rule,-0.038209009040234665,0.10393258426966293,0.011660360561886227
111,Glucose > 124.5 & Pregnancies <= 12.5 & BMI <= 30.0 & DiabetesPedigreeFunction > 0.9915000200271606,rule,0.0,0.0056179775280898875,0.0
112,Glucose > 124.5 & Pregnancies <= 12.5 & BMI > 30.0 & Age <= 28.5,rule,0.20340204454477973,0.10393258426966293,0.062072826225864575
113,Glucose > 124.5 & Pregnancies <= 12.5 & BMI > 30.0 & Age > 28.5,rule,-0.07040642875066118,0.15168539325842698,0.02525588953902507
114,Glucose > 124.5 & Pregnancies > 12.5,rule,-1.9967235155895775,0.0056179775280898875,0.1492397674234589
115,Age <= 30.5 & Glucose <= 130.5,rule,-0.07531523933456749,0.43154761904761907,0.03730304360093035
116,Age <= 30.5 & Glucose > 130.5,rule,0.27977178950732784,0.12202380952380952,0.09157302898525041
117,Age > 30.5 & DiabetesPedigreeFunction <= 0.7690000236034393 & Glucose <= 158.5,rule,0.23937108494936787,0.31547619047619047,0.11123699841674972
118,Age > 30.5 & DiabetesPedigreeFunction <= 0.7690000236034393 & Glucose > 158.5,rule,-0.34192413035724106,0.07738095238095238,0.09136040045651359
119,Age > 30.5 & DiabetesPedigreeFunction > 0.7690000236034393,rule,-0.04779064563531537,0.05357142857142857,0.010761019859409535
120,Glucose <= 143.5,rule,0.04861878014845251,0.7724719101123596,0.020382756512005183
121,Glucose > 143.5,rule,0.008632681073964222,0.22752808988764045,0.0036191330971105974
122,Glucose <= 144.5 & Glucose <= 101.5,rule,0.07626843906631395,0.30303030303030304,0.03505054992436933
123,Glucose <= 144.5 & Glucose > 101.5 & BMI <= 26.449999809265137,rule,0.2708053558448897,0.09090909090909091,0.07785106609474937
124,Glucose <= 144.5 & Glucose > 101.5 & BMI > 26.449999809265137,rule,0.13696192577374358,0.40606060606060607,0.06726146910631768
125,Pregnancies <= 6.5 & Glucose <= 161.5,rule,0.004952054191894926,0.7346938775510204,0.002186312486663699
126,Pregnancies <= 6.5 & Glucose > 161.5,rule,-0.7859654253842746,0.06997084548104957,0.20049811050789376
127,Pregnancies <= 5.5,rule,0.0019909694564010953,0.7210682492581603,0.0008928978151148271
128,Pregnancies > 5.5,rule,-0.2246553344609431,0.2789317507418398,0.1007520515441075
129,Age > 27.5 & Glucose <= 157.5,rule,0.03678088926222604,0.44126074498567336,0.018263098617449274
130,Age > 27.5 & Glucose > 157.5,rule,0.7902077114047649,0.10888252148997135,0.24614319263794437
131,BMI <= 29.65000057220459,rule,-0.4952242642445795,0.3595166163141994,0.23763769587168151
132,BMI > 29.65000057220459,rule,0.08753458799209733,0.6404833836858006,0.04200423788048801
133,BMI <= 30.199999809265137 & Age <= 28.5,rule,-1.1113786989012422,0.2254335260115607,0.4644090435234936
134,BMI <= 30.199999809265137 & Age > 28.5,rule,-0.013529791705034327,0.1994219653179191,0.005406042326437325
135,BMI > 30.199999809265137 & Glucose <= 141.5 & Pregnancies <= 5.5,rule,0.2411271018039382,0.34104046242774566,0.1143084549347116
136,BMI > 30.199999809265137 & Glucose <= 141.5 & Pregnancies > 5.5 & DiabetesPedigreeFunction <= 0.2760000079870224,rule,0.7933244324284333,0.031791907514450865,0.13918533433490665
137,BMI > 30.199999809265137 & Glucose <= 141.5 & Pregnancies > 5.5 & DiabetesPedigreeFunction > 0.2760000079870224,rule,-1.246411938425488,0.049132947976878616,0.2694064014978057
138,BMI > 30.199999809265137 & Glucose > 141.5,rule,-0.03819632684390534,0.1531791907514451,0.013756794414432035
139,SkinThickness <= 26.5 & Glucose <= 153.0,rule,0.24160001866655254,0.4954682779456193,0.12079504761144
140,SkinThickness <= 26.5 & Glucose > 153.0,rule,0.0,0.09365558912386707,0.0
141,SkinThickness > 26.5 & BMI <= 30.84999942779541,rule,-2.9532148900427253,0.07854984894259819,0.7945178328604688
142,SkinThickness > 26.5 & BMI > 30.84999942779541,rule,-0.02997084266611476,0.3323262839879154,0.01411768343881896
143,Glucose <= 132.5,rule,0.013735493018276285,0.7077363896848138,0.006246940767339699
144,Glucose > 132.5,rule,-0.28586641431942644,0.2922636103151863,0.13001284739099603
145,Age <= 30.5 & Glucose <= 159.5,rule,-0.0016142913977253005,0.5714285714285714,0.0007988670625947424
146,Age <= 30.5 & Glucose > 159.5,rule,-0.5731033423973257,0.03498542274052478,0.10530365396851717
147,BMI <= 27.34999942779541,rule,0.12748996719305405,0.2420749279538905,0.05460897837769325
148,BMI > 27.34999942779541 & Age <= 30.5,rule,-0.09573056238107282,0.38328530259365995,0.04654294316167521
149,BMI > 27.34999942779541 & Age > 30.5,rule,0.1550363654606409,0.3746397694524496,0.075042215410823
150,SkinThickness <= 31.5,rule,0.027885964514584763,0.7426900584795322,0.01219039445585557
151,BMI <= 30.199999809265137 & Glucose <= 145.5,rule,0.18396085095056522,0.3601190476190476,0.08830759303921448
152,BMI <= 30.199999809265137 & Glucose > 145.5,rule,-0.7231221720128107,0.050595238095238096,0.15848647375832153
153,BMI > 30.199999809265137 & Glucose <= 141.5 & DiabetesPedigreeFunction <= 0.5094999969005585 & SkinThickness <= 7.5,rule,0.9266394271874722,0.08035714285714286,0.2519025821374506
154,BMI > 30.199999809265137 & Glucose <= 141.5 & DiabetesPedigreeFunction <= 0.5094999969005585 & SkinThickness > 7.5,rule,-0.20811016669957785,0.20833333333333334,0.08451695816186233
155,BMI > 30.199999809265137 & Glucose <= 141.5 & DiabetesPedigreeFunction > 0.5094999969005585 & Glucose <= 107.5 & Pregnancies <= 9.0,rule,-0.023888825686210778,0.05952380952380952,0.005652155001891778
156,BMI > 30.199999809265137 & Glucose <= 141.5 & DiabetesPedigreeFunction > 0.5094999969005585 & Glucose <= 107.5 & Pregnancies > 9.0,rule,0.0034527395238289627,0.005952380952380952,0.0002655906428121587
157,BMI > 30.199999809265137 & Glucose <= 141.5 & DiabetesPedigreeFunction > 0.5094999969005585 & Glucose > 107.5,rule,0.9366690941592002,0.0625,0.22673148766161058
158,BloodPressure <= 69.0 & Age <= 35.5,rule,-0.13167717060605919,0.33035714285714285,0.06193326235092669
159,BloodPressure <= 69.0 & Age > 35.5,rule,1.2444167252670024,0.0625,0.30122532829381693
160,BloodPressure > 69.0 & DiabetesPedigreeFunction <= 0.7760000228881836,rule,0.10506398638325955,0.5386904761904762,0.052374481205444585
161,BloodPressure > 69.0 & DiabetesPedigreeFunction > 0.7760000228881836,rule,-2.364418091389408,0.06845238095238096,0.5970642707344531
162,Glucose <= 133.5 & BMI <= 26.449999809265137,rule,-0.1015813328147293,0.19596541786743515,0.04032190016161898
163,Glucose <= 133.5 & BMI > 26.449999809265137,rule,0.12429922223843276,0.5100864553314121,0.06213696405450587
164,Glucose > 133.5 & Age <= 56.0 & Age <= 40.5 & DiabetesPedigreeFunction <= 0.3410000056028366,rule,-0.9129635546319804,0.07492795389048991,0.24036053184637585
165,Glucose > 133.5 & Age <= 56.0 & Age <= 40.5 & DiabetesPedigreeFunction > 0.3410000056028366 & Glucose <= 156.5,rule,0.10539563459063252,0.06340057636887608,0.025683024685793875
166,Glucose > 133.5 & Age <= 56.0 & Age <= 40.5 & DiabetesPedigreeFunction > 0.3410000056028366 & Glucose > 156.5,rule,3.5437103652470845,0.05187319884726225,0.7858921406583748
167,Glucose > 133.5 & Age <= 56.0 & Age > 40.5,rule,1.2272499275426112,0.07492795389048991,0.3231042945755671
168,Glucose > 133.5 & Age > 56.0,rule,-0.6983791746923012,0.02881844380403458,0.11683602046129843
169,Glucose <= 123.5 & Age <= 28.5,rule,0.340497877819319,0.3548387096774194,0.1629161191188979
170,Glucose <= 123.5 & Age > 28.5,rule,-0.2517108496243927,0.2404692082111437,0.10757326860151113
171,Glucose > 123.5 & DiabetesPedigreeFunction <= 0.31850001215934753 & BMI <= 30.09999942779541 & Age <= 41.0,rule,1.636365049064415,0.0469208211143695,0.34604094368204663
172,Glucose > 123.5 & DiabetesPedigreeFunction <= 0.31850001215934753 & BMI <= 30.09999942779541 & Age > 41.0,rule,3.5564303827913486,0.02346041055718475,0.5383033010386645
173,Glucose > 123.5 & DiabetesPedigreeFunction <= 0.31850001215934753 & BMI > 30.09999942779541,rule,-1.3048954512929039,0.11143695014662756,0.4106146600552561
174,Glucose > 123.5 & DiabetesPedigreeFunction > 0.31850001215934753,rule,0.2507323735365465,0.22287390029325513,0.1043483932030927
175,BMI <= 28.25,rule,0.5338107772375047,0.29793510324483774,0.24413879958006052
176,BMI > 28.25 & DiabetesPedigreeFunction <= 0.20399999618530273,rule,0.44998243152897777,0.12389380530973451,0.14825137491249665
177,BMI > 28.25 & DiabetesPedigreeFunction > 0.20399999618530273,rule,-0.18814896411591145,0.5781710914454278,0.09291764365839222
178,BMI <= 30.199999809265137 & Pregnancies <= 5.5,rule,-0.2794737060770611,0.301994301994302,0.12831274987533323
179,BMI <= 30.199999809265137 & Pregnancies > 5.5,rule,0.6737580342957625,0.11965811965811966,0.21867580072680273
180,BMI > 30.199999809265137 & Glucose <= 141.5 & Age <= 51.5 & BMI <= 40.89999961853027,rule,-0.22452408941739954,0.3561253561253561,0.10751400829237139
181,BMI > 30.199999809265137 & Glucose <= 141.5 & Age <= 51.5 & BMI > 40.89999961853027 & BloodPressure <= 82.0,rule,-0.30473102402622143,0.039886039886039885,0.05963325603354335
182,BMI > 30.199999809265137 & Glucose <= 141.5 & Age <= 51.5 & BMI > 40.89999961853027 & BloodPressure > 82.0,rule,6.060793286478557,0.014245014245014245,0.7182000103015471
183,BMI > 30.199999809265137 & Glucose <= 141.5 & Age > 51.5,rule,4.021677436314868,0.014245014245014245,0.47656612586255
184,Glucose <= 160.0,rule,-0.0007608653423202636,0.8792569659442725,0.00024791154590280746
185,Glucose > 160.0,rule,-0.47884933389861034,0.12074303405572756,0.1560227178429764
186,Age <= 26.5,rule,-0.14366817795192183,0.38904899135446686,0.07004319109214709
187,DiabetesPedigreeFunction <= 0.3334999978542328 & Glucose <= 159.5,rule,-0.06982888237727025,0.4424778761061947,0.034682622153594946
188,DiabetesPedigreeFunction <= 0.3334999978542328 & Glucose > 159.5,rule,0.02386842766280252,0.058997050147492625,0.005623859365829056
189,DiabetesPedigreeFunction > 0.3334999978542328 & SkinThickness <= 30.5 & BMI <= 29.84999942779541,rule,2.034818011465786,0.13274336283185842,0.6904079714233025
190,DiabetesPedigreeFunction > 0.3334999978542328 & SkinThickness <= 30.5 & BMI > 29.84999942779541,rule,-0.7974486123321028,0.19174041297935104,0.3139315527888099
191,DiabetesPedigreeFunction > 0.3334999978542328 & SkinThickness > 30.5,rule,-0.25061307776084313,0.17404129793510326,0.09501869322705692
192,Glucose <= 137.5 & Glucose <= 107.5,rule,-0.13053550145860915,0.3812316715542522,0.0633996947191871
193,Glucose <= 137.5 & Glucose > 107.5,rule,0.05585835708067966,0.3460410557184751,0.026572181742139198
194,Glucose > 137.5,rule,0.16345371756933652,0.2727272727272727,0.07279603720106698
195,Glucose <= 141.5,rule,0.11275804878257237,0.7661538461538462,0.04772771698365559
196,Glucose > 141.5,rule,-0.3800954702116157,0.23384615384615384,0.16088509179517954
197,SkinThickness <= 28.5 & Pregnancies <= 6.5,rule,0.12520378505086047,0.5235294117647059,0.06253253713227644
198,SkinThickness <= 28.5 & Pregnancies > 6.5,rule,-0.8655341506764007,0.11176470588235295,0.2727096844769362
199,SkinThickness > 28.5 & Glucose <= 157.5 & Age <= 42.5,rule,-1.0341889601304919,0.2529411764705882,0.44955938072669804
200,SkinThickness > 28.5 & Glucose <= 157.5 & Age > 42.5,rule,1.9145845843521707,0.05,0.4172740361025968
201,SkinThickness > 28.5 & Glucose > 157.5,rule,2.646153201777127,0.061764705882352944,0.6370023820387085
202,BMI <= 29.399999618530273,rule,-0.08022822422340536,0.34411764705882353,0.03811479822070356
203,BMI > 29.399999618530273,rule,-0.13659405788136186,0.6558823529411765,0.06489305982639916
204,Glucose <= 143.5 & Age <= 26.5,rule,-0.35817385357502624,0.37971014492753624,0.1738270336130959
205,Glucose <= 143.5 & Age > 26.5 & Age <= 56.5,rule,0.06340656246254421,0.3884057971014493,0.030903576286739436
206,Glucose <= 143.5 & Age > 26.5 & Age > 56.5,rule,0.0,0.020289855072463767,0.0
207,Glucose > 143.5 & BloodPressure <= 65.0 & DiabetesPedigreeFunction <= 0.3110000044107437,rule,-1.6493155039062557,0.020289855072463767,0.2325369739073946
208,Glucose > 143.5 & BloodPressure <= 65.0 & DiabetesPedigreeFunction > 0.3110000044107437,rule,-2.0191842687186816,0.02608695652173913,0.3218457305553883
209,Glucose > 143.5 & BloodPressure > 65.0 & Age <= 63.0 & Glucose <= 162.5 & Age <= 28.5,rule,0.5941687491541976,0.02608695652173913,0.09470689629830746
210,Glucose > 143.5 & BloodPressure > 65.0 & Age <= 63.0 & Glucose <= 162.5 & Age > 28.5 & Glucose <= 161.5,rule,1.070293403887664,0.05217391304347826,0.23800927570766098
211,Glucose > 143.5 & BloodPressure > 65.0 & Age <= 63.0 & Glucose <= 162.5 & Age > 28.5 & Glucose > 161.5,rule,0.0,0.002898550724637681,0.0
212,Glucose > 143.5 & BloodPressure > 65.0 & Age <= 63.0 & Glucose > 162.5,rule,-0.1550137262846458,0.0782608695652174,0.04163384328529326
213,Glucose > 143.5 & BloodPressure > 65.0 & Age > 63.0,rule,0.0,0.005797101449275362,0.0
214,Glucose <= 145.5 & Age <= 28.5,rule,0.10983346499361969,0.43859649122807015,0.05450104413909036
215,Glucose <= 145.5 & Age > 28.5 & DiabetesPedigreeFunction <= 0.7100000083446503,rule,-0.16931081002578174,0.2894736842105263,0.0767855174944107
216,Glucose <= 145.5 & Age > 28.5 & DiabetesPedigreeFunction > 0.7100000083446503,rule,1.3953677123545065,0.05555555555555555,0.31962491470078397
217,Glucose > 145.5,rule,-0.3692285966718557,0.21637426900584794,0.15203811639985615
218,Glucose <= 154.5,rule,0.0002879639485949253,0.8601190476190477,9.988417640442153e-05
219,BMI <= 26.449999809265137,rule,0.026646352136176936,0.2006079027355623,0.010670670436605986
220,BMI > 26.449999809265137,rule,0.07378072334703059,0.7993920972644377,0.029545874774419317
221,Glucose <= 154.5 & BloodPressure <= 93.0 & Age <= 42.5 & BMI <= 45.35000038146973,rule,-0.9643518503937514,0.6895522388059702,0.44618336109325246
222,Glucose <= 154.5 & BloodPressure <= 93.0 & Age <= 42.5 & BMI > 45.35000038146973,rule,-2.210062726329464,0.008955223880597015,0.20820418857847808
223,Glucose <= 154.5 & BloodPressure <= 93.0 & Age > 42.5,rule,0.7716860882215933,0.11940298507462686,0.25022855476012335
224,Glucose <= 154.5 & BloodPressure > 93.0,rule,-5.044652137687174,0.026865671641791045,0.8156737232471012
