,folder,name,width,height,depth,R,G,B
30,n02056570,9303,375,500,3,0.4173756773192227,0.4358084415682644,0.44954255425361006
31,n02056570,9232,500,375,3,0.4961525977221775,0.4882685774115852,0.46872826227785
32,n02056570,9628,375,500,3,0.39920445772087937,0.4360585689111472,0.38856424749491786
33,n02056570,9615,357,500,3,0.5969979556177842,0.5655652498218211,0.5227919908258283
34,n02056570,1608,1200,1600,3,0.486639536086384,0.4218055764328941,0.405940686906576
35,n02056570,12752,357,500,3,0.6538214185034268,0.6286009870688318,0.5593330473828109
36,n02056570,863,333,500,3,0.5344169977863606,0.47467133475969514,0.3842661183509776
37,n02056570,2175,120,78,3,0.4118630984414836,0.4012584462673342,0.3306549900248428
38,n02056570,13462,334,500,3,0.5399173142572865,0.5182769009077486,0.3382998882304117
39,n02056570,9302,500,333,3,0.5882193469937536,0.5033381222166692,0.35185819589617856
40,n02056570,1396,500,375,3,0.45503800826488444,0.4541600382169742,0.43029669172723106
41,n02056570,7245,500,375,3,0.5031132716482757,0.5276461065947492,0.5296084725766181
42,n02056570,5298,500,375,3,0.48792887281374825,0.4967576304083061,0.5023295786682175
43,n02056570,116,375,500,3,0.5126036510958694,0.5410361512113107,0.4696221793389025
44,n02056570,8762,333,500,3,0.4293961258035815,0.4544739407300786,0.2801663797004012
45,n02056570,8413,450,337,3,0.514480002273007,0.47313652880247253,0.40756732468117396
46,n02056570,144,427,640,3,0.5504674621978352,0.47249592233570264,0.36385261434471783
47,n02056570,5628,500,500,3,0.46947456009789706,0.47999352905538223,0.4527467678312365
48,n02056570,9503,500,375,3,0.5175617010209593,0.49904854206353966,0.45198823662783333
49,n02056570,7584,500,375,3,0.4396987321077401,0.47269506851869114,0.4787580325315546
50,n02056570,8799,424,500,3,0.4152039603078141,0.4211699460936288,0.4179623716386865
51,n02056570,6234,386,540,3,0.37550471829742643,0.38396405323674637,0.4009283865633492
52,n02056570,8754,500,334,3,0.49565356152634,0.4726144645718579,0.42189205285369485
53,n02056570,8399,375,500,3,0.48629483493003645,0.47066177682927196,0.4414195709036964
54,n02056570,8702,375,500,3,0.39732886544946666,0.4668279224018211,0.500464546411197
55,n02056570,1039,375,500,3,0.454436005551195,0.4933559894662258,0.5573570758100977
56,n02056570,1607,480,626,3,0.5156202949319315,0.47202459461181806,0.40856781831605954
57,n02056570,9228,393,500,3,0.530640208452993,0.4837095667035569,0.38441785859378286
58,n02056570,9774,333,500,3,0.5562567244142899,0.5363645346156379,0.5072422399344209
59,n02056570,1707,720,469,3,0.40111056446669413,0.3627206868190678,0.3207157787033177
60,n02056570,9587,250,500,3,0.5373968113848541,0.4882046652221598,0.41777091191183163
61,n02056570,2568,303,200,3,0.367069503246458,0.39323637480330054,0.4585788347959264
62,n02056570,7053,500,400,3,0.48846163929841735,0.49020510893408026,0.513334848127336
63,n02056570,1755,500,334,3,0.4507374602999673,0.44936515884405326,0.42594180017137795
64,n02056570,24051,500,334,3,0.6041683511256628,0.5957222886133534,0.4913426952232445
65,n02056570,3283,768,664,3,0.4783544571315934,0.47576067010906337,0.45015799666327294
66,n02056570,12798,334,500,3,0.4788948514154195,0.45461138640596643,0.41567081936003386
67,n02056570,3932,400,255,3,0.5329719154476783,0.5321467282788521,0.581631112140218
68,n02056570,7085,725,484,3,0.43304450250034243,0.40677750535200363,0.2777911758950408
69,n02056570,8690,375,500,3,0.5368419575339763,0.5304834217352142,0.4850159162681635
70,n02056570,8427,334,500,3,0.4554662043891944,0.43323642481392927,0.39447906293472945
71,n02056570,9614,264,218,3,0.6294851801185591,0.5790063839489283,0.521607843137255
72,n02056570,6572,487,500,3,0.4034953833385206,0.414702562506484,0.4057406369955389
73,n02056570,9339,334,500,3,0.46982048353321915,0.45956120312202553,0.3655554920997525
74,n02056570,9799,334,500,3,0.6123697394356723,0.5743972806815082,0.5364690906682235
75,n02056570,23294,500,340,3,0.45113979544019867,0.47118905709627323,0.39064888289900196
76,n02056570,10083,328,500,3,0.453399609904893,0.4571839557173101,0.3614500833236048
77,n02056570,9813,375,500,3,0.43973546699056776,0.4321757948474832,0.24643255619273668
78,n02056570,9466,356,500,3,0.6277822805168384,0.5506137043082968,0.3900400680357531
79,n02056570,8333,334,500,3,0.5527200031840892,0.49053101237411634,0.39604205617599947
80,n02056570,1348,333,500,3,0.4530608269631664,0.4500909772699224,0.3841803273212741
81,n02056570,8821,500,333,3,0.3887314406165602,0.3979522648925191,0.37900735568583543
82,n02056570,12378,500,375,3,0.44017725236725774,0.43925164368855274,0.40458869655110924
83,n02056570,8756,313,500,3,0.45759440338089863,0.45564516818943984,0.4405397717551244
84,n02056570,2383,380,500,3,0.35173849395272483,0.3741333454395435,0.37268203907279335
85,n02056570,1971,500,332,3,0.4122932964039219,0.4552700757984423,0.31133969929413186
86,n02056570,10119,375,500,3,0.6426482047093826,0.6422034621031242,0.45791140427269583
87,n02056570,9268,334,500,3,0.44054002329486436,0.4589091100600053,0.44265424148507815
88,n02056570,7710,375,500,3,0.4997635630939492,0.5105532298809093,0.337270119090581
89,n02056570,12542,375,500,3,0.4051955668858291,0.4533936246959987,0.4033441665266163
90,n02056570,10056,500,353,3,0.4648568741165475,0.4132466843940787,0.3399561860308897
91,n02056570,2825,368,500,3,0.46095348758416343,0.4644554711611317,0.4416752139121436
92,n02056570,1038,333,500,3,0.6330610401256807,0.5479596958459753,0.3790820294855778
93,n02056570,10084,500,375,3,0.47702761945213445,0.456238218331186,0.4602141633208286
94,n02056570,9962,500,334,3,0.47477464965327,0.46427707531610773,0.4393042253792811
95,n02056570,9262,500,363,3,0.4293186757577874,0.37661849832861594,0.2700509754828006
96,n02056570,9073,500,379,3,0.5727989815216431,0.5585621173792426,0.5203649094615824
97,n02056570,20838,340,500,3,0.5100020177562551,0.4384496510468594,0.2819550871195936
98,n02056570,9177,500,334,3,0.3654953509269018,0.38282178523700827,0.31131196189648996
99,n02056570,1794,750,600,3,0.5281244904777053,0.49959147001243936,0.4328601545869264
100,n02056570,1605,400,267,3,0.4552688684119489,0.46410729876614204,0.4087776285187565
101,n02056570,8736,500,375,3,0.47694885601981235,0.5027791614016138,0.5112917686907189
102,n02056570,11554,375,500,3,0.6052842138726204,0.5871844343640595,0.3668488472088066
103,n02056570,9148,500,333,3,0.5356307968892582,0.4525587350012939,0.30855871684167996
104,n02056570,5823,500,334,3,0.4734467468307122,0.4566697339445553,0.44864997891994324
105,n02056570,9015,334,500,3,0.41150045429981785,0.44721737447893284,0.45851231368541406
106,n02056570,8467,334,500,3,0.38437021239074604,0.4118616980237852,0.4338501195869017
107,n02056570,362,500,400,3,0.39699245451770665,0.43637968280107986,0.49264309561160047
108,n02056570,8443,331,500,3,0.5199715745619372,0.5669647932219652,0.32368020280418247
109,n02056570,9525,500,333,3,0.5152240670425806,0.49972873433562187,0.4251706380868754
110,n02056570,5502,375,500,3,0.49297510588284665,0.4618071947880275,0.38428700407239347
111,n02056570,10108,334,500,3,0.4883047909743043,0.40267243212589493,0.2907822149204191
112,n02056570,3809,100,149,3,0.37496030179409573,0.39057244374259775,0.31191998947229893
113,n02056570,741,308,462,3,0.6476509525565688,0.5890104665060434,0.48299933335391215
114,n02056570,9482,500,337,3,0.4196434429424857,0.3931477730262335,0.31585868348389695
115,n02056570,8318,354,500,3,0.4375296894288749,0.45229275142261194,0.34531525097547255
116,n02056570,7504,591,887,3,0.4272534000190727,0.41844022821478455,0.2711770058986958
117,n02056570,1441,500,375,3,0.49554413125338465,0.468704939381939,0.35391006714759393
118,n02056570,10517,375,500,3,0.4964701700222662,0.47589595606672136,0.4033418954982728
119,n02056570,8361,375,500,3,0.4617341657624804,0.4760997389703716,0.32105863171481097
120,n02056570,8421,375,500,3,0.4832267039901856,0.4704088952654233,0.43163753040983094
121,n02056570,8561,500,384,3,0.48650456896294014,0.4466973589367985,0.38673894629849226
122,n02056570,5367,480,640,3,0.44796804407116797,0.4306597137612294,0.4064324844362858
123,n02056570,7456,375,500,3,0.5484694114550269,0.5529906312712934,0.4917606143656343
124,n02056570,379,960,1280,3,0.5222862539759179,0.49562968776132466,0.3865357240427337
125,n02056570,8501,418,500,3,0.6725594044882963,0.6151454914758313,0.5586347483694515
126,n02056570,13168,500,375,3,0.4692191193703648,0.4723481699841996,0.40797806197684144
127,n02056570,11341,375,500,3,0.5041124018866369,0.45421240956547143,0.35524003264926707
128,n02056570,407,400,270,3,0.40859429072881687,0.4301445713192946,0.45970087822247074
129,n02056570,16399,334,500,3,0.42945544945288805,0.36731386759720447,0.26728679124129595
130,n02056570,4996,500,375,3,0.4616721656843883,0.45884657015092556,0.45397087116628504
131,n02056570,4953,375,500,3,0.4308650168498095,0.44270184986705957,0.4074547863212547
132,n02056570,7833,400,500,3,0.49625321301482817,0.525185024307934,0.5960830455442614
133,n02056570,8003,308,240,3,0.5140508789722785,0.42388214413554465,0.28999671876864336
134,n02056570,9984,334,500,3,0.47919846679113237,0.46250122792223036,0.41172323544514183
135,n02056570,811,375,500,3,0.5026840577213956,0.5170276162546567,0.508127053522049
136,n02056570,2755,144,140,3,0.45438567301438443,0.46733622736829367,0.5712653588048746
137,n02056570,348,500,338,3,0.5022871212749064,0.37322370478891914,0.31796083065321756
138,n02056570,1161,333,500,3,0.6293022412329459,0.5576508999987861,0.47758852730911394
139,n02056570,6357,375,500,3,0.5118173496317686,0.4359318044940224,0.3696858826481398
140,n02056570,2524,354,600,3,0.5054039430130651,0.42180103430723137,0.30277268840845245
141,n02056570,5200,1066,1600,3,0.5850729391883496,0.5254227700018703,0.4430424921619639
142,n02056570,9589,375,500,3,0.3309129553321845,0.33235571731537505,0.3228054881412168
143,n02056570,8272,334,500,3,0.5532002304818777,0.5207862704837305,0.48913787050156654
144,n02056570,8341,500,375,3,0.31830376591781684,0.3604289682274793,0.15572567277645488
145,n02056570,18502,500,359,3,0.4632510646344843,0.41106479396941137,0.2603816991945146
146,n02056570,3426,768,1024,3,0.4196952306803387,0.42408026333392085,0.4630456530056166
147,n02056570,252,375,500,3,0.39380799249112053,0.39300797023616624,0.23234338527480713
148,n02056570,8478,334,500,3,0.5206746750987977,0.49488623336044657,0.48552911360622686
149,n02056570,7993,375,500,3,0.5270822250211054,0.5451714467446817,0.40493204625129026
150,n02056570,4173,400,500,3,0.5473973358236693,0.5281771152043405,0.4591788855888145
151,n02056570,9887,343,500,3,0.43927041165473396,0.47552748751609836,0.5715786604373548
152,n02056570,9369,313,500,3,0.47114206997980296,0.48098470692326944,0.4048746451230547
153,n02056570,7135,375,500,3,0.43769748085057747,0.44883609814303566,0.4035270524755139
154,n02056570,8789,333,500,3,0.40144645357200415,0.4843069249112599,0.5731663939043159
155,n02056570,5142,500,375,3,0.4448426201684133,0.4729891488348339,0.44443889740073184
156,n02056570,2094,404,611,3,0.5094952205097285,0.42972513848588767,0.3637603848714374
157,n02056570,4116,768,393,3,0.5297683236226077,0.4989246252606347,0.43354512469421597
158,n02056570,1518,393,590,3,0.4322686129947207,0.48311867468596853,0.46133432397934887
159,n02056570,7304,1073,558,3,0.5470592976832842,0.5194256099989569,0.41947982159170294
160,n02056570,3709,378,500,3,0.5694813593855522,0.45788689407727223,0.3372374200436423
161,n02056570,4207,876,690,3,0.4837381917677565,0.46489417466093075,0.40656012532395
162,n02056570,1206,249,200,3,0.5800135806697794,0.5533368186379669,0.5197187719709399
163,n02056570,9556,333,500,3,0.45223171969149695,0.4137838112458017,0.32094839213459225
164,n02056570,10116,333,500,3,0.507727386519357,0.5491263741583648,0.578420294671541
165,n02056570,1093,619,432,3,0.3528631948524878,0.4025749651198499,0.3815350409494171
166,n02056570,140,725,484,3,0.5785868396156849,0.545031708519034,0.43125305304657174
167,n02056570,9606,334,500,3,0.4267580309572203,0.3804585052176667,0.256219105920839
168,n02056570,11350,334,500,3,0.3854182746803453,0.3978835232075885,0.4065617249374069
169,n02056570,13255,372,500,3,0.5064928591145784,0.49813757203642317,0.46393663028107046
170,n02056570,12068,334,500,3,0.47177641475386634,0.42937653485367994,0.36824865479175456
171,n02056570,26616,393,500,3,0.46576199231890175,0.46820945190679863,0.4891790666274044
172,n02056570,8336,500,327,3,0.4855471024625656,0.4813620783530114,0.4871324289379501
173,n02056570,574,500,432,3,0.648807713988802,0.4853143783523419,0.45001673172071116
174,n02056570,8364,500,331,3,0.4802166879334628,0.49965115786154624,0.34459082731885476
175,n02056570,7397,338,500,3,0.5430220574442496,0.509761770774714,0.36232237633376363
176,n02056570,3665,374,500,3,0.5979733835273838,0.5285842283258906,0.41248260121793456
177,n02056570,9756,500,334,3,0.5495151374411819,0.5278248616903513,0.4497875717350521
178,n02056570,998,480,600,3,0.40999075196718465,0.4067779594783707,0.3927488519063461
179,n02056570,17409,335,500,3,0.5491297012999901,0.505440694884682,0.41490055980713214
180,n02056570,8308,375,500,3,0.5438712230864075,0.548210703046852,0.5018193514390226
181,n02056570,8489,334,500,3,0.4667487826395507,0.43708544927967125,0.40210652246818673
182,n02056570,1867,1200,1600,3,0.43520711740350815,0.4878215914264608,0.5214280543969648
183,n02056570,8866,500,362,3,0.5210103783457964,0.519102266867404,0.4975594919628995
184,n02056570,1054,455,574,3,0.49559162474752916,0.499532661004831,0.5277361579937216
185,n02056570,10881,375,500,3,0.4117482624939235,0.47747126535823253,0.4987877129831681
186,n02056570,7824,480,626,3,0.436999471687696,0.4096390817836965,0.35567174195513634
187,n02056570,8275,500,357,3,0.5021075062240286,0.49429706390678163,0.4510726675387568
188,n02056570,7750,384,282,3,0.5223937712745739,0.4764289466603457,0.3701976586757552
189,n02056570,9294,335,500,3,0.6286652585727409,0.5608555297435052,0.45158149140765214
190,n02056570,9416,333,500,3,0.5351581241556387,0.5245198802779582,0.49973831329258006
191,n02056570,8313,375,500,3,0.40424518103974016,0.3567455046162991,0.3312182720187126
192,n02056570,1084,375,500,3,0.5694487728866381,0.5332056442886205,0.40612845579733003
193,n02056570,2145,1200,1600,3,0.44000538496929775,0.38168001361868975,0.3915662723912183
194,n02056570,10110,387,500,3,0.5489482753434489,0.5208543202510019,0.49214710210185325
195,n02056570,9652,320,500,3,0.49546484335811275,0.4816991871621674,0.4463214301594844
196,n02056570,9501,379,500,3,0.42232445562895393,0.41740773750577675,0.3541835113922773
197,n02056570,1027,401,425,3,0.4492646667805312,0.44488826576225715,0.4130227209737793
198,n02056570,22799,500,378,3,0.4281579078893843,0.4170500233132972,0.42135675165106856
199,n02056570,8287,324,500,3,0.5445109177994085,0.564577606743632,0.5886668319517655
200,n02056570,9126,500,375,3,0.5499475990632753,0.5091174538400304,0.46176625163269885
201,n02056570,8804,500,417,3,0.5498173642259773,0.5504079442340107,0.49270838264291617
202,n02056570,6501,600,800,3,0.5695968810173336,0.4932056231094924,0.37667407449478063
203,n02056570,7652,800,533,3,0.5579384628230285,0.549055650649188,0.5138864999512934
204,n02056570,9834,333,500,3,0.5434934484349665,0.5223579940717441,0.47521768371010614
205,n02056570,8319,445,500,3,0.5170270248417862,0.5086350820493925,0.5105422332696898
206,n02056570,760,375,500,3,0.4295093298124019,0.4560843711553176,0.41237090961570916
207,n02056570,6869,334,500,3,0.5334824621049175,0.4506373589775613,0.43196980419910347
208,n02056570,6351,500,375,3,0.44991440344117845,0.401353015950476,0.3562293961539925
209,n02056570,7377,500,400,3,0.49355331862976537,0.47046763156038185,0.31432212433676726
210,n02056570,9033,500,375,3,0.446465761101013,0.5235839433237247,0.4696731947186109
211,n02056570,8716,375,500,3,0.5855390850447375,0.5259242743588404,0.498508712338948
212,n02056570,1460,685,1024,3,0.3839733768377887,0.44851100285140716,0.4739413276530836
213,n02056570,2188,81,120,3,0.39092674379747294,0.359294984691251,0.29682083796208486
214,n02056570,6074,500,375,3,0.5731143760824976,0.49196956010386816,0.41256439225294184
215,n02056570,7088,500,400,3,0.45306177198210684,0.42531354200279664,0.4001419812842853
216,n02056570,9920,374,500,3,0.42683471967106207,0.4343025252751519,0.4308389209961721
217,n02056570,25509,334,500,3,0.5351363815887921,0.5441165431517284,0.5310835706733589
218,n02056570,11921,500,375,3,0.48195302790465006,0.4186219005658588,0.39145784117689575
219,n02056570,8201,334,500,3,0.47150984130810464,0.425603304300177,0.3753713124738782
220,n02056570,824,266,410,3,0.3872021720670067,0.37431574338775436,0.3347271869937425
221,n02056570,12573,338,500,3,0.4823119222607761,0.45918417529575695,0.3776746354835478
222,n02056570,9245,375,500,3,0.4642182396968103,0.4679346979240415,0.4278835806754212
223,n02056570,870,500,333,3,0.46898896460856754,0.419646113010937,0.3049805507034823
224,n02056570,2714,500,334,3,0.5240851916835505,0.5054346067741122,0.46102357172027064
225,n02056570,9005,375,500,3,0.4269766917777349,0.47631710014506096,0.3829273142519515
226,n02056570,3344,375,500,3,0.5346217946063988,0.4834430013073143,0.41894377706466884
227,n02056570,4735,500,375,3,0.5144185563466264,0.5071509584709163,0.47984787250580163
228,n02056570,8210,500,417,3,0.4442036733497607,0.42274115403681306,0.3960943521161925
229,n02056570,9900,375,500,3,0.3964245437114725,0.4593954429995074,0.5368791477590814
230,n02056570,9944,334,500,3,0.4867043336421055,0.4753967399475249,0.3357940699571114
231,n02056570,9682,347,500,3,0.4329121119634778,0.4399391357216655,0.4785032895272413
232,n02056570,4346,375,500,3,0.5155408194768587,0.5113130421788051,0.4929402065075059
233,n02056570,9673,273,500,3,0.41522163474020607,0.38431596850139377,0.29106670322774925
234,n02056570,9328,375,500,3,0.3799447696424954,0.42704069773640835,0.4230824510337033
235,n02056570,9236,500,342,3,0.6055127542176116,0.4798568150879783,0.27612726956954525
236,n02056570,8370,500,333,3,0.4032359952461191,0.31882710018627797,0.1918757983477888
237,n02056570,2735,455,500,3,0.587926853533111,0.5134221455058497,0.46553950117217147
238,n02056570,7336,504,340,3,0.5700835571074107,0.5446134984781589,0.32963434118161583
239,n02056570,9608,375,500,3,0.4657238264329746,0.393098839006852,0.30338855965386813
240,n02056570,3321,500,355,3,0.42023475404129407,0.3998910888681561,0.33186040945978285
241,n02056570,1864,400,272,3,0.30655100538636687,0.3864467176181665,0.43402308180903043
242,n02056570,9937,500,338,3,0.5833903243756191,0.5111821735406098,0.4085515039709018
243,n02056570,26614,375,500,3,0.38189457801180937,0.548458547926434,0.7527422496285519
244,n02056570,15655,500,340,3,0.5059319605354731,0.5330437148863721,0.42520226332642197
245,n02056570,6912,375,500,3,0.544489093391687,0.5059155889068967,0.4313561866980226
246,n02056570,9449,500,333,3,0.3674829241405142,0.3527673054352256,0.3019661047248443
247,n02056570,8915,500,333,3,0.48185527937033285,0.4077071929584377,0.2852370738830831
248,n02056570,8367,500,334,3,0.5701631707445842,0.5142627551582467,0.492621502986676
249,n02056570,9891,375,500,3,0.5649344459813869,0.5291657505119802,0.4942488753110563
250,n02056570,3796,500,335,3,0.4543357329227429,0.4224455389939998,0.3703598846692302
251,n02056570,4509,500,339,3,0.49341174291871753,0.3813786312697863,0.2944316243118131
252,n02056570,3939,1200,1600,3,0.5401142542006102,0.5101182704815341,0.36710474100982493
253,n02056570,1962,1712,2219,3,0.5481814186783046,0.5181715153670688,0.4952897855055101
254,n02056570,9810,500,375,3,0.4910585457421325,0.4191626371963386,0.28792025432047325
255,n02056570,9307,333,500,3,0.44478124121404494,0.42750913739328755,0.37980524411488814
256,n02056570,9690,370,500,3,0.5270124117533835,0.4666876376218937,0.343813002090696
257,n02056570,3005,500,375,3,0.48678793320278446,0.5077471319526802,0.44937630953783575
258,n02056570,8745,348,500,3,0.4448785938010942,0.39582954379749835,0.3231384786786708
259,n02056570,7715,499,714,3,0.5675148382172257,0.5091996232633993,0.48080074524601435
260,n02056570,9456,375,500,3,0.46299687855792315,0.43206575589836693,0.3559626627620875
261,n02056570,7475,342,500,3,0.41757767634768495,0.41321640592068265,0.43740107799374983
262,n02056570,6185,600,800,3,0.4304217894563331,0.45265409892378955,0.40640026272974694
263,n02056570,7427,375,500,3,0.4913604670603498,0.4903704338029219,0.43693170663791225
264,n02056570,4914,402,610,3,0.4967417250340601,0.4964512384690638,0.37619469802001
265,n02056570,9203,335,500,3,0.5456392451517338,0.5176946295650384,0.4785884624976592
266,n02056570,5017,375,500,3,0.45662891628790736,0.4794002185159527,0.43768873342974035
267,n02056570,2492,500,375,3,0.5228029218492415,0.5127394195516184,0.5011064138390091
268,n02056570,7059,547,340,3,0.596823013609803,0.5769396438019025,0.4545106586791049
269,n02056570,9350,500,367,3,0.4503275822903335,0.4331353295768717,0.4556532531068376
270,n02056570,8959,500,375,3,0.4699176059159169,0.4893433375558948,0.3930836608525243
271,n02056570,716,333,500,3,0.5545274226284501,0.524482239533408,0.4245272426161192
272,n02056570,10028,500,334,3,0.5107008092239257,0.45083841380216305,0.36995644667173294
273,n02056570,9675,500,333,3,0.5063003933670919,0.43485707150962877,0.352071260338617
274,n02056570,477,400,267,3,0.5691278880148202,0.5674345426793472,0.5447797216025466
275,n02056570,172,913,1600,3,0.54968452711402,0.45044891991583313,0.33219226072770586
276,n02056570,1026,375,500,3,0.4613609804508806,0.4300219039397729,0.2991266807212053
277,n02056570,18981,500,355,3,0.4431355913406087,0.42411415357998405,0.4157378449117204
278,n02056570,6364,500,375,3,0.3407223811510419,0.41433830979200204,0.30934143870314085
279,n02056570,1005,350,287,3,0.28566840273134503,0.29998151605220913,0.3544551960397993
280,n02056570,8606,333,500,3,0.579166872510845,0.4893585296587778,0.34317143751094714
281,n02056570,5527,480,640,3,0.5362931967669871,0.5102902034858762,0.46308087414582894
282,n02056570,8706,500,334,3,0.4356325318876802,0.39477464474718676,0.27921146196360047
283,n02056570,5567,960,1280,3,0.526644592574792,0.49611690859895274,0.38322329165398866
284,n02056570,9859,354,500,3,0.5282875252585402,0.4670507127223645,0.2539489299897858
285,n02056570,1125,569,800,3,0.5286526620876039,0.49409515760523137,0.4363594779199882
286,n02056570,5278,420,411,3,0.41492975142813027,0.38042928922790087,0.3709380612605852
287,n02056570,4828,500,480,3,0.47673102171713905,0.4690247281534372,0.42340925817050107
288,n02056570,4696,343,500,3,0.41006784382699724,0.4140820486881483,0.37845493874704467
289,n02056570,915,375,500,3,0.4837494291135244,0.4862241185359559,0.4422917605372616
290,n02056570,8841,342,500,3,0.6098906600772002,0.5359449889748041,0.3783923259695855
291,n02056570,4645,480,640,3,0.4936885541033877,0.4505464109515872,0.4265986365359716
292,n02056570,8983,333,500,3,0.5534895663645218,0.5094033629079987,0.3819125623715632
293,n02056570,2833,324,240,3,0.5551957432743225,0.5404885896360194,0.516915723026214
294,n02056570,9657,442,500,3,0.5166839114607877,0.48767987515452016,0.44388014697345324
295,n02056570,8553,500,333,3,0.47003838328771474,0.45954421573023924,0.43640529435631253
296,n02056570,10990,354,500,3,0.3761931282522704,0.4420501172578767,0.35160901068349537
297,n02056570,9955,379,500,3,0.5334683625808013,0.4670910443015663,0.320689939589378
298,n02056570,12397,334,500,3,0.5718014414864809,0.5307562044940461,0.46129099058696094
299,n02056570,8203,500,500,3,0.5598866289485668,0.5339667146354464,0.3588490894185074
300,n02056570,381,399,600,3,0.49543492107046244,0.43442036484280444,0.36828887860898424
301,n02056570,9455,500,375,3,0.47135810218961854,0.45013617639824277,0.4099197855903444
302,n02056570,9727,375,500,3,0.44188389327531047,0.4960541055829034,0.5192473546825799
303,n02056570,952,756,856,3,0.5629208437474591,0.5155990071640287,0.45047043055597774
304,n02056570,3385,394,500,3,0.7280508740030657,0.7121622748730838,0.6782937710484515
305,n02056570,25491,500,360,3,0.5949409329524079,0.4440965128289173,0.510339800453981
306,n02056570,9523,500,375,3,0.4505133833183438,0.4768183340639762,0.4274192438775392
307,n02056570,9776,500,333,3,0.42554383349127056,0.41632642346956183,0.38430433383879087
308,n02056570,2919,768,1024,3,0.4913100649928518,0.3720487466638701,0.3039008713531179
309,n02056570,7178,672,512,3,0.57749624627455,0.5084286028098527,0.43924383607366607
310,n02056570,9327,500,396,3,0.4883041866560717,0.4517887255225501,0.3344936786674276
311,n02056570,10044,334,500,3,0.44733235895058554,0.48458554393736486,0.3700123514817486
312,n02056570,9975,500,334,3,0.5187491111585161,0.4741968206140117,0.39068383019572284
313,n02056570,12599,374,500,3,0.5285710539745164,0.48103190115328787,0.40719189572067205
314,n02056570,10964,500,338,3,0.5515310382322673,0.5679292349548895,0.5474833726815128
315,n02056570,790,249,400,3,0.5213387411003418,0.4788431428801797,0.36413791680964247
316,n02056570,9394,500,375,3,0.4458680801164461,0.5040614045842804,0.48366214274711006
317,n02056570,10135,500,335,3,0.5906681611863068,0.5759624151946466,0.5728913773307552
318,n02056570,7282,534,800,3,0.5342881595027507,0.5021221582770338,0.44925010063207815
319,n02056570,9767,375,500,3,0.47128598424152685,0.5065697877873675,0.5256289207398157
320,n02056570,559,725,484,3,0.4695734965602278,0.4512871114174632,0.36025732523703596
321,n02056570,10080,375,500,3,0.40617481632851654,0.3583308519437552,0.45005366613146497
322,n02056570,8889,500,333,3,0.4942329731005229,0.4663113464879113,0.4259626946026285
323,n02056570,13572,375,500,3,0.4644544502516734,0.4728296614188248,0.4147412515014426
324,n02056570,5556,1688,2216,3,0.5399794245686372,0.518250545382643,0.47245951364510097
325,n02056570,8019,500,400,3,0.4973115785038318,0.4823430769736625,0.35274401419470963
